asset,owner,decision,target,risk,status,rationale
data/knowledge/pricing_20260302_130428.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_130431.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_130435.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_130438.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_130441.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_130444.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_130448.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_130451.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_130454.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_130457.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_130500.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_130504.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_130507.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_130509.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_130512.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_130515.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_130519.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_130522.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_130526.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_130531.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_130535.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_130539.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_130543.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_130545.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_130549.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_130552.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_130554.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_130558.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_130600.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_130605.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_130608.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_130612.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_130615.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_130618.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_130622.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_130626.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_130629.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_130632.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_130637.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_130640.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_130644.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_130648.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_130651.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_130655.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_130658.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_130702.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_130705.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_130709.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_130712.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_130716.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_130720.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_130723.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_130726.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_130729.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_130733.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_130736.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_130740.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_130743.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_130746.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_130750.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_130753.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_130756.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_130800.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_130804.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_130807.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_130811.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_130813.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_130817.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_130822.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_130825.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_130829.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_130832.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_130835.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_130837.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_130840.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_130843.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_130846.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_130849.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_130853.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_130856.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_130858.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_130902.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_130905.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_130908.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_130912.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_130915.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_130918.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_130921.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_130925.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_130928.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_130931.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_130934.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_130938.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_130941.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_130944.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_130947.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_130950.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_130952.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_130956.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_130959.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_131003.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_131007.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_131010.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_131013.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_131016.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_131019.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_131023.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_131026.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_131030.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_131033.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_131036.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_131040.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_131042.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_131045.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_131048.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_131052.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_131055.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_131058.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_131101.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_131104.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_131108.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_131111.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_131114.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_131117.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_131120.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_131123.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_131126.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_131129.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_131131.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_131135.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_131139.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_131141.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_131144.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_131147.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_131151.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_131154.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_131157.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_131200.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_131204.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_131208.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_131211.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_131215.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_131218.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_131223.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_131227.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_131231.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_131235.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_131237.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_131241.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_131244.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_131246.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_131249.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_131250.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_131253.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_131255.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_131258.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_131300.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_131303.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_131305.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_131307.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_131309.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_131311.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_131314.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_131318.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_131321.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_131324.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_131328.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_131331.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_131334.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_131337.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_131339.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_131343.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_131346.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260302_131349.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260303_031347.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260303_032000.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260304_102052.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260304_105633.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260304_105941.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260304_110252.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260304_110917.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260304_112256.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260304_114758.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260304_115846.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260304_120513.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260305_104511.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260305_110358.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260305_113207.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260305_113835.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260305_114921.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260305_115232.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260305_121858.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_20260305_122611.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/pricing_patterns.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/process_20260228_130328.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/process_20260228_132227.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/process_20260304_214649.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/process_20260304_214653.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/process_20260304_214655.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/process_20260304_214658.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/process_20260304_214701.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/process_20260304_214704.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/process_20260304_214707.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/process_20260304_214710.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/process_20260304_214712.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/process_20260304_214715.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/process_20260304_214718.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/process_20260304_214720.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/process_20260304_214723.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
